user_id,content,status,end_date
685df192a2cd54b0683ea343,오류 수정,Done,2025-06-17
685df192a2cd54b0683ea343,기능 테스트,In Progress,2025-06-13
685df192a2cd54b0683ea343,회의록 작성,Done,2025-06-24
685df192a2cd54b0683ea343,설계 문서 검토,To do,2025-06-05
685df192a2cd54b0683ea343,설계 문서 검토,In Progress,2025-06-30
685df192a2cd54b0683ea343,자료 정리,In Progress,2025-06-13
685df192a2cd54b0683ea343,코드 리뷰,Done,2025-06-25
685df192a2cd54b0683ea343,문서 작성,To do,2025-06-19
685df192a2cd54b0683ea343,업데이트 적용,In Progress,2025-06-08
685df192a2cd54b0683ea344,코드 리뷰,Done,2025-06-12
685df192a2cd54b0683ea344,고객 응대,To do,2025-06-03
685df192a2cd54b0683ea344,업무 공유,Done,2025-06-22
685df192a2cd54b0683ea344,회식 준비,Done,2025-06-24
685df192a2cd54b0683ea344,시연 준비,Done,2025-06-25
685df192a2cd54b0683ea344,발표 자료 제작,In Progress,2025-06-07
685df192a2cd54b0683ea344,회식 준비,Done,2025-06-24
685df192a2cd54b0683ea344,코드 리뷰,To do,2025-06-04
685df192a2cd54b0683ea344,메일 확인,Done,2025-06-24
685df192a2cd54b0683ea344,기능 테스트,Done,2025-06-25
685df192a2cd54b0683ea345,문서 작성,In Progress,2025-06-20
685df192a2cd54b0683ea345,장비 점검,In Progress,2025-06-06
685df192a2cd54b0683ea345,일정 조율,Done,2025-06-29
685df192a2cd54b0683ea345,회식 준비,To do,2025-06-30
685df192a2cd54b0683ea345,메일 확인,To do,2025-06-16
685df192a2cd54b0683ea345,업데이트 적용,Done,2025-07-01
685df192a2cd54b0683ea345,문서 작성,In Progress,2025-06-07
685df192a2cd54b0683ea345,코드 리뷰,In Progress,2025-06-24
685df192a2cd54b0683ea345,시연 준비,Done,2025-06-05
685df192a2cd54b0683ea345,데이터 분석,In Progress,2025-06-04
685df192a2cd54b0683ea346,고객 응대,In Progress,2025-06-04
685df192a2cd54b0683ea346,업데이트 적용,Done,2025-06-12
685df192a2cd54b0683ea346,코드 리뷰,To do,2025-06-15
685df192a2cd54b0683ea346,오류 수정,In Progress,2025-06-29
685df192a2cd54b0683ea346,고객 응대,To do,2025-06-02
685df192a2cd54b0683ea346,코드 리뷰,To do,2025-06-13
685df192a2cd54b0683ea346,시연 준비,Done,2025-06-09
685df192a2cd54b0683ea346,설계 문서 검토,Done,2025-06-10
685df192a2cd54b0683ea346,사내 교육,Done,2025-06-19
685df192a2cd54b0683ea346,보고서 작성,Done,2025-06-24
685df192a2cd54b0683ea347,업무 공유,Done,2025-06-10
685df192a2cd54b0683ea347,업무 공유,Done,2025-06-27
685df192a2cd54b0683ea347,메일 확인,To do,2025-06-19
685df192a2cd54b0683ea347,고객 응대,In Progress,2025-06-02
685df192a2cd54b0683ea347,회의 준비,In Progress,2025-06-25
685df192a2cd54b0683ea347,일정 조율,In Progress,2025-06-21
685df192a2cd54b0683ea347,업무 공유,Done,2025-06-30
685df192a2cd54b0683ea347,오류 수정,Done,2025-06-27
685df192a2cd54b0683ea347,회의록 작성,Done,2025-06-17
685df192a2cd54b0683ea347,코드 리뷰,To do,2025-06-26
685df192a2cd54b0683ea348,보고서 작성,Done,2025-06-26
685df192a2cd54b0683ea348,일정 조율,To do,2025-06-02
685df192a2cd54b0683ea348,업무 공유,In Progress,2025-06-29
685df192a2cd54b0683ea348,회의 준비,In Progress,2025-06-30
685df192a2cd54b0683ea348,메일 확인,In Progress,2025-06-06
685df192a2cd54b0683ea348,장비 점검,Done,2025-06-02
685df192a2cd54b0683ea348,발표 자료 제작,Done,2025-06-23
685df192a2cd54b0683ea348,회의록 작성,Done,2025-06-14
685df192a2cd54b0683ea348,데이터 분석,To do,2025-06-09
685df192a2cd54b0683ea348,회의록 작성,To do,2025-06-25
685df192a2cd54b0683ea349,자료 정리,In Progress,2025-06-23
685df192a2cd54b0683ea349,오류 수정,To do,2025-06-30
685df192a2cd54b0683ea349,발표 자료 제작,To do,2025-06-13
685df192a2cd54b0683ea349,발표 자료 제작,Done,2025-06-17
685df192a2cd54b0683ea349,회식 준비,To do,2025-06-10
685df192a2cd54b0683ea349,시연 준비,To do,2025-06-27
685df192a2cd54b0683ea349,업무 공유,To do,2025-06-09
685df192a2cd54b0683ea349,업무 공유,In Progress,2025-06-27
685df192a2cd54b0683ea349,장비 점검,In Progress,2025-06-18
685df192a2cd54b0683ea349,회식 준비,In Progress,2025-06-26
685df192a2cd54b0683ea34a,사내 교육,Done,2025-06-29
685df192a2cd54b0683ea34a,코드 리뷰,To do,2025-06-28
685df192a2cd54b0683ea34a,코드 리뷰,To do,2025-06-24
685df192a2cd54b0683ea34a,회의록 작성,In Progress,2025-06-14
685df192a2cd54b0683ea34a,자료 정리,Done,2025-06-03
685df192a2cd54b0683ea34a,사내 교육,In Progress,2025-06-20
685df192a2cd54b0683ea34a,발표 자료 제작,To do,2025-06-28
685df192a2cd54b0683ea34a,고객 응대,Done,2025-06-28
685df192a2cd54b0683ea34a,자료 정리,Done,2025-07-01
685df192a2cd54b0683ea34a,시연 준비,In Progress,2025-06-11
685df192a2cd54b0683ea34b,사내 교육,Done,2025-06-27
685df192a2cd54b0683ea34b,시연 준비,In Progress,2025-06-28
685df192a2cd54b0683ea34b,발표 자료 제작,To do,2025-06-15
685df192a2cd54b0683ea34b,회식 준비,In Progress,2025-06-24
685df192a2cd54b0683ea34b,문서 작성,To do,2025-06-02
685df192a2cd54b0683ea34b,코드 리뷰,In Progress,2025-06-18
685df192a2cd54b0683ea34b,보고서 작성,In Progress,2025-06-08
685df192a2cd54b0683ea34b,업무 공유,In Progress,2025-06-10
685df192a2cd54b0683ea34b,고객 응대,In Progress,2025-06-23
685df192a2cd54b0683ea34b,오류 수정,Done,2025-06-25
685df192a2cd54b0683ea34c,코드 리뷰,To do,2025-06-10
685df192a2cd54b0683ea34c,오류 수정,In Progress,2025-06-18
685df192a2cd54b0683ea34c,문서 작성,To do,2025-06-26
685df192a2cd54b0683ea34c,사내 교육,Done,2025-06-03
685df192a2cd54b0683ea34c,오류 수정,To do,2025-06-09
685df192a2cd54b0683ea34c,오류 수정,Done,2025-06-17
685df192a2cd54b0683ea34c,설계 문서 검토,To do,2025-06-06
685df192a2cd54b0683ea34c,회의록 작성,In Progress,2025-06-03
685df192a2cd54b0683ea34c,발표 자료 제작,To do,2025-06-27
685df192a2cd54b0683ea34c,회의 준비,To do,2025-06-20
685df192a2cd54b0683ea34d,메일 확인,Done,2025-06-10
685df192a2cd54b0683ea34d,자료 정리,To do,2025-06-14
685df192a2cd54b0683ea34d,발표 자료 제작,In Progress,2025-06-11
685df192a2cd54b0683ea34d,고객 응대,To do,2025-06-19
685df192a2cd54b0683ea34d,회의록 작성,To do,2025-06-22
685df192a2cd54b0683ea34d,회식 준비,In Progress,2025-06-13
685df192a2cd54b0683ea34d,업무 공유,Done,2025-06-30
685df192a2cd54b0683ea34d,자료 정리,To do,2025-06-14
685df192a2cd54b0683ea34d,시연 준비,Done,2025-06-25
685df192a2cd54b0683ea34d,사내 교육,Done,2025-06-12
685df192a2cd54b0683ea34e,일정 조율,In Progress,2025-06-20
685df192a2cd54b0683ea34e,시연 준비,In Progress,2025-07-01
685df192a2cd54b0683ea34e,발표 자료 제작,In Progress,2025-06-23
685df192a2cd54b0683ea34e,회의 준비,Done,2025-06-14
685df192a2cd54b0683ea34e,문서 작성,Done,2025-06-29
685df192a2cd54b0683ea34e,회식 준비,In Progress,2025-06-23
685df192a2cd54b0683ea34e,보고서 작성,To do,2025-06-04
685df192a2cd54b0683ea34e,설계 문서 검토,To do,2025-06-11
685df192a2cd54b0683ea34e,오류 수정,In Progress,2025-06-16
685df192a2cd54b0683ea34e,발표 자료 제작,To do,2025-06-18
685df192a2cd54b0683ea34f,기능 테스트,To do,2025-06-21
685df192a2cd54b0683ea34f,회의 준비,To do,2025-06-24
685df192a2cd54b0683ea34f,메일 확인,In Progress,2025-06-23
685df192a2cd54b0683ea34f,장비 점검,To do,2025-06-06
685df192a2cd54b0683ea34f,발표 자료 제작,To do,2025-06-16
685df192a2cd54b0683ea34f,장비 점검,In Progress,2025-06-09
685df192a2cd54b0683ea34f,데이터 분석,Done,2025-06-28
685df192a2cd54b0683ea34f,업무 공유,To do,2025-06-13
685df192a2cd54b0683ea34f,회식 준비,To do,2025-06-18
685df192a2cd54b0683ea34f,설계 문서 검토,In Progress,2025-06-03
685df192a2cd54b0683ea350,회의록 작성,In Progress,2025-06-24
685df192a2cd54b0683ea350,코드 리뷰,In Progress,2025-06-21
685df192a2cd54b0683ea350,일정 조율,Done,2025-06-14
685df192a2cd54b0683ea350,보고서 작성,Done,2025-06-26
685df192a2cd54b0683ea350,회식 준비,Done,2025-06-19
685df192a2cd54b0683ea350,오류 수정,In Progress,2025-06-20
685df192a2cd54b0683ea350,설계 문서 검토,In Progress,2025-06-04
685df192a2cd54b0683ea350,보고서 작성,Done,2025-06-27
685df192a2cd54b0683ea350,자료 정리,In Progress,2025-06-03
685df192a2cd54b0683ea350,회의 준비,To do,2025-06-29
685df192a2cd54b0683ea351,메일 확인,In Progress,2025-06-18
685df192a2cd54b0683ea351,사내 교육,To do,2025-06-28
685df192a2cd54b0683ea351,장비 점검,Done,2025-06-16
685df192a2cd54b0683ea351,메일 확인,Done,2025-06-15
685df192a2cd54b0683ea351,장비 점검,In Progress,2025-06-02
685df192a2cd54b0683ea351,회의 준비,In Progress,2025-06-14
685df192a2cd54b0683ea351,문서 작성,To do,2025-06-29
685df192a2cd54b0683ea351,시연 준비,In Progress,2025-06-15
685df192a2cd54b0683ea351,업데이트 적용,To do,2025-06-04
685df192a2cd54b0683ea351,회의록 작성,In Progress,2025-06-25
685df192a2cd54b0683ea352,업무 공유,In Progress,2025-06-08
685df192a2cd54b0683ea352,코드 리뷰,To do,2025-06-17
685df192a2cd54b0683ea352,회의록 작성,Done,2025-06-20
685df192a2cd54b0683ea352,회식 준비,In Progress,2025-06-18
685df192a2cd54b0683ea352,고객 응대,To do,2025-06-19
685df192a2cd54b0683ea352,장비 점검,Done,2025-06-07
685df192a2cd54b0683ea352,사내 교육,Done,2025-06-21
685df192a2cd54b0683ea352,회식 준비,Done,2025-06-22
685df192a2cd54b0683ea352,데이터 분석,In Progress,2025-06-08
685df192a2cd54b0683ea352,데이터 분석,To do,2025-06-15
685df192a2cd54b0683ea353,시연 준비,To do,2025-06-19
685df192a2cd54b0683ea353,고객 응대,To do,2025-06-24
685df192a2cd54b0683ea353,회식 준비,Done,2025-06-18
685df192a2cd54b0683ea353,일정 조율,To do,2025-06-20
685df192a2cd54b0683ea353,사내 교육,In Progress,2025-06-17
685df192a2cd54b0683ea353,시연 준비,In Progress,2025-06-27
685df192a2cd54b0683ea353,설계 문서 검토,Done,2025-06-05
685df192a2cd54b0683ea353,회의 준비,To do,2025-06-22
685df192a2cd54b0683ea353,자료 정리,In Progress,2025-07-01
685df192a2cd54b0683ea353,회의 준비,In Progress,2025-06-05
685df192a2cd54b0683ea354,회식 준비,To do,2025-06-13
685df192a2cd54b0683ea354,오류 수정,To do,2025-06-07
685df192a2cd54b0683ea354,발표 자료 제작,In Progress,2025-06-25
685df192a2cd54b0683ea354,회의 준비,Done,2025-06-11
685df192a2cd54b0683ea354,회의 준비,In Progress,2025-06-04
685df192a2cd54b0683ea354,회식 준비,To do,2025-06-21
685df192a2cd54b0683ea354,사내 교육,In Progress,2025-06-14
685df192a2cd54b0683ea354,오류 수정,In Progress,2025-06-08
685df192a2cd54b0683ea354,문서 작성,In Progress,2025-06-03
685df192a2cd54b0683ea354,회식 준비,Done,2025-06-24
685df192a2cd54b0683ea355,장비 점검,In Progress,2025-06-14
685df192a2cd54b0683ea355,오류 수정,In Progress,2025-06-06
685df192a2cd54b0683ea355,업무 공유,In Progress,2025-06-09
685df192a2cd54b0683ea355,설계 문서 검토,In Progress,2025-06-05
685df192a2cd54b0683ea355,발표 자료 제작,Done,2025-06-02
685df192a2cd54b0683ea355,고객 응대,To do,2025-06-11
685df192a2cd54b0683ea355,메일 확인,To do,2025-06-21
685df192a2cd54b0683ea355,업무 공유,In Progress,2025-06-13
685df192a2cd54b0683ea355,데이터 분석,Done,2025-06-19
685df192a2cd54b0683ea355,코드 리뷰,In Progress,2025-07-01
685df192a2cd54b0683ea356,보고서 작성,In Progress,2025-06-13
685df192a2cd54b0683ea356,회의 준비,In Progress,2025-06-04
685df192a2cd54b0683ea356,데이터 분석,In Progress,2025-06-19
685df192a2cd54b0683ea356,코드 리뷰,Done,2025-06-04
685df192a2cd54b0683ea356,문서 작성,To do,2025-06-24
685df192a2cd54b0683ea356,오류 수정,To do,2025-06-18
685df192a2cd54b0683ea356,일정 조율,To do,2025-06-06
685df192a2cd54b0683ea356,일정 조율,To do,2025-06-06
685df192a2cd54b0683ea356,회의록 작성,To do,2025-06-16
685df192a2cd54b0683ea356,업무 공유,To do,2025-06-09
685df192a2cd54b0683ea357,업무 공유,Done,2025-06-30
685df192a2cd54b0683ea357,고객 응대,In Progress,2025-07-01
685df192a2cd54b0683ea357,일정 조율,To do,2025-06-25
685df192a2cd54b0683ea357,회식 준비,Done,2025-06-23
685df192a2cd54b0683ea357,사내 교육,Done,2025-06-18
685df192a2cd54b0683ea357,코드 리뷰,Done,2025-06-08
685df192a2cd54b0683ea357,사내 교육,In Progress,2025-06-05
685df192a2cd54b0683ea357,회식 준비,Done,2025-06-26
685df192a2cd54b0683ea357,설계 문서 검토,In Progress,2025-06-30
685df192a2cd54b0683ea357,오류 수정,In Progress,2025-07-01
685df192a2cd54b0683ea358,메일 확인,Done,2025-06-18
685df192a2cd54b0683ea358,고객 응대,In Progress,2025-06-02
685df192a2cd54b0683ea358,사내 교육,To do,2025-06-03
685df192a2cd54b0683ea358,오류 수정,In Progress,2025-06-19
685df192a2cd54b0683ea358,문서 작성,To do,2025-06-19
685df192a2cd54b0683ea358,메일 확인,To do,2025-06-30
685df192a2cd54b0683ea358,코드 리뷰,Done,2025-07-01
685df192a2cd54b0683ea358,기능 테스트,Done,2025-06-26
685df192a2cd54b0683ea358,메일 확인,Done,2025-06-25
685df192a2cd54b0683ea358,문서 작성,Done,2025-06-03
685df192a2cd54b0683ea359,일정 조율,Done,2025-06-02
685df192a2cd54b0683ea359,고객 응대,In Progress,2025-06-07
685df192a2cd54b0683ea359,시연 준비,To do,2025-06-15
685df192a2cd54b0683ea359,회의록 작성,To do,2025-06-03
685df192a2cd54b0683ea359,기능 테스트,To do,2025-06-07
685df192a2cd54b0683ea359,회식 준비,In Progress,2025-06-09
685df192a2cd54b0683ea359,오류 수정,To do,2025-06-11
685df192a2cd54b0683ea359,일정 조율,Done,2025-06-20
685df192a2cd54b0683ea359,코드 리뷰,To do,2025-06-03
685df192a2cd54b0683ea359,고객 응대,In Progress,2025-06-09
685df192a2cd54b0683ea35a,설계 문서 검토,To do,2025-06-04
685df192a2cd54b0683ea35a,데이터 분석,In Progress,2025-06-08
685df192a2cd54b0683ea35a,발표 자료 제작,In Progress,2025-06-03
685df192a2cd54b0683ea35a,메일 확인,To do,2025-06-23
685df192a2cd54b0683ea35a,데이터 분석,In Progress,2025-07-01
685df192a2cd54b0683ea35a,기능 테스트,To do,2025-06-29
685df192a2cd54b0683ea35a,기능 테스트,Done,2025-06-05
685df192a2cd54b0683ea35a,회의 준비,Done,2025-06-27
685df192a2cd54b0683ea35a,메일 확인,Done,2025-06-25
685df192a2cd54b0683ea35a,회의 준비,To do,2025-06-24
685df192a2cd54b0683ea35b,사내 교육,To do,2025-06-26
685df192a2cd54b0683ea35b,코드 리뷰,In Progress,2025-06-06
685df192a2cd54b0683ea35b,설계 문서 검토,In Progress,2025-06-17
685df192a2cd54b0683ea35b,장비 점검,In Progress,2025-06-11
685df192a2cd54b0683ea35b,문서 작성,In Progress,2025-07-01
685df192a2cd54b0683ea35b,회의 준비,Done,2025-06-21
685df192a2cd54b0683ea35b,회식 준비,To do,2025-06-27
685df192a2cd54b0683ea35b,오류 수정,Done,2025-06-24
685df192a2cd54b0683ea35b,기능 테스트,To do,2025-06-03
685df192a2cd54b0683ea35b,업데이트 적용,Done,2025-06-04
685df192a2cd54b0683ea35c,회의 준비,In Progress,2025-07-01
685df192a2cd54b0683ea35c,데이터 분석,In Progress,2025-06-21
685df192a2cd54b0683ea35c,오류 수정,In Progress,2025-06-19
685df192a2cd54b0683ea35c,업무 공유,Done,2025-06-25
685df192a2cd54b0683ea35c,업데이트 적용,Done,2025-06-20
685df192a2cd54b0683ea35c,문서 작성,In Progress,2025-06-17
685df192a2cd54b0683ea35c,사내 교육,Done,2025-06-19
685df192a2cd54b0683ea35c,문서 작성,In Progress,2025-06-19
685df192a2cd54b0683ea35c,기능 테스트,Done,2025-06-09
685df192a2cd54b0683ea35c,코드 리뷰,To do,2025-06-12
685df192a2cd54b0683ea35d,고객 응대,In Progress,2025-06-12
685df192a2cd54b0683ea35d,고객 응대,In Progress,2025-06-02
685df192a2cd54b0683ea35d,회식 준비,In Progress,2025-06-02
685df192a2cd54b0683ea35d,오류 수정,In Progress,2025-06-10
685df192a2cd54b0683ea35d,회식 준비,To do,2025-06-06
685df192a2cd54b0683ea35d,장비 점검,Done,2025-06-24
685df192a2cd54b0683ea35d,자료 정리,Done,2025-06-14
685df192a2cd54b0683ea35d,메일 확인,To do,2025-06-17
685df192a2cd54b0683ea35d,코드 리뷰,Done,2025-06-03
685df192a2cd54b0683ea35d,문서 작성,To do,2025-06-14
685df192a2cd54b0683ea35e,시연 준비,To do,2025-06-21
685df192a2cd54b0683ea35e,사내 교육,Done,2025-06-30
685df192a2cd54b0683ea35e,코드 리뷰,To do,2025-06-03
685df192a2cd54b0683ea35e,회의록 작성,Done,2025-06-17
685df192a2cd54b0683ea35e,업무 공유,In Progress,2025-06-10
685df192a2cd54b0683ea35e,시연 준비,To do,2025-06-17
685df192a2cd54b0683ea35e,업데이트 적용,To do,2025-06-08
685df192a2cd54b0683ea35e,메일 확인,To do,2025-06-16
685df192a2cd54b0683ea35e,보고서 작성,To do,2025-06-08
685df192a2cd54b0683ea35e,오류 수정,In Progress,2025-06-27
685df192a2cd54b0683ea35f,일정 조율,Done,2025-06-10
685df192a2cd54b0683ea35f,코드 리뷰,In Progress,2025-06-14
685df192a2cd54b0683ea35f,회식 준비,To do,2025-06-28
685df192a2cd54b0683ea35f,문서 작성,To do,2025-06-22
685df192a2cd54b0683ea35f,고객 응대,To do,2025-06-15
685df192a2cd54b0683ea35f,회의록 작성,Done,2025-06-09
685df192a2cd54b0683ea35f,시연 준비,To do,2025-06-20
685df192a2cd54b0683ea35f,문서 작성,To do,2025-06-16
685df192a2cd54b0683ea35f,고객 응대,To do,2025-06-07
685df192a2cd54b0683ea35f,데이터 분석,To do,2025-06-27
685df192a2cd54b0683ea360,회식 준비,To do,2025-07-01
685df192a2cd54b0683ea360,보고서 작성,To do,2025-06-25
685df192a2cd54b0683ea360,오류 수정,In Progress,2025-06-26
685df192a2cd54b0683ea360,발표 자료 제작,To do,2025-06-15
685df192a2cd54b0683ea360,회의록 작성,In Progress,2025-06-09
685df192a2cd54b0683ea360,일정 조율,To do,2025-06-21
685df192a2cd54b0683ea360,사내 교육,Done,2025-06-29
685df192a2cd54b0683ea360,메일 확인,In Progress,2025-06-04
685df192a2cd54b0683ea360,메일 확인,Done,2025-06-12
685df192a2cd54b0683ea360,오류 수정,Done,2025-06-27
685df192a2cd54b0683ea361,장비 점검,In Progress,2025-06-25
685df192a2cd54b0683ea361,설계 문서 검토,To do,2025-06-24
685df192a2cd54b0683ea361,사내 교육,To do,2025-06-08
685df192a2cd54b0683ea361,업무 공유,To do,2025-06-20
685df192a2cd54b0683ea361,일정 조율,To do,2025-06-26
685df192a2cd54b0683ea361,일정 조율,In Progress,2025-06-12
685df192a2cd54b0683ea361,회의 준비,To do,2025-06-02
685df192a2cd54b0683ea361,문서 작성,To do,2025-06-12
685df192a2cd54b0683ea361,발표 자료 제작,To do,2025-06-24
685df192a2cd54b0683ea361,일정 조율,In Progress,2025-06-13
685df192a2cd54b0683ea362,발표 자료 제작,Done,2025-06-24
685df192a2cd54b0683ea362,코드 리뷰,In Progress,2025-06-20
685df192a2cd54b0683ea362,데이터 분석,To do,2025-06-19
685df192a2cd54b0683ea362,회의 준비,Done,2025-06-22
685df192a2cd54b0683ea362,보고서 작성,In Progress,2025-06-18
685df192a2cd54b0683ea362,장비 점검,To do,2025-06-10
685df192a2cd54b0683ea362,업데이트 적용,In Progress,2025-06-22
685df192a2cd54b0683ea362,회의록 작성,Done,2025-06-13
685df192a2cd54b0683ea362,시연 준비,Done,2025-06-05
685df192a2cd54b0683ea362,회의록 작성,To do,2025-06-14
685df192a2cd54b0683ea363,업데이트 적용,Done,2025-06-23
685df192a2cd54b0683ea363,사내 교육,To do,2025-06-18
685df192a2cd54b0683ea363,설계 문서 검토,Done,2025-06-02
685df192a2cd54b0683ea363,업무 공유,To do,2025-06-27
685df192a2cd54b0683ea363,오류 수정,Done,2025-06-15
685df192a2cd54b0683ea363,시연 준비,To do,2025-06-19
685df192a2cd54b0683ea363,회의 준비,In Progress,2025-06-14
685df192a2cd54b0683ea363,고객 응대,In Progress,2025-06-19
685df192a2cd54b0683ea363,데이터 분석,Done,2025-06-12
685df192a2cd54b0683ea363,사내 교육,To do,2025-06-02
685df192a2cd54b0683ea364,문서 작성,Done,2025-06-04
685df192a2cd54b0683ea364,업무 공유,Done,2025-06-22
685df192a2cd54b0683ea364,기능 테스트,To do,2025-06-05
685df192a2cd54b0683ea364,자료 정리,In Progress,2025-06-26
685df192a2cd54b0683ea364,시연 준비,In Progress,2025-06-05
685df192a2cd54b0683ea364,문서 작성,To do,2025-06-17
685df192a2cd54b0683ea364,자료 정리,To do,2025-06-12
685df192a2cd54b0683ea364,회식 준비,Done,2025-06-27
685df192a2cd54b0683ea364,자료 정리,To do,2025-06-29
685df192a2cd54b0683ea364,데이터 분석,To do,2025-06-24
685df192a2cd54b0683ea365,메일 확인,In Progress,2025-07-01
685df192a2cd54b0683ea365,문서 작성,To do,2025-06-16
685df192a2cd54b0683ea365,고객 응대,To do,2025-06-18
685df192a2cd54b0683ea365,업무 공유,In Progress,2025-06-30
685df192a2cd54b0683ea365,회의 준비,To do,2025-06-14
685df192a2cd54b0683ea365,오류 수정,Done,2025-06-06
685df192a2cd54b0683ea365,자료 정리,Done,2025-06-26
685df192a2cd54b0683ea365,설계 문서 검토,Done,2025-06-27
685df192a2cd54b0683ea365,회의록 작성,Done,2025-06-20
685df192a2cd54b0683ea365,코드 리뷰,To do,2025-06-19
685df192a2cd54b0683ea366,자료 정리,Done,2025-06-25
685df192a2cd54b0683ea366,사내 교육,In Progress,2025-06-28
685df192a2cd54b0683ea366,기능 테스트,To do,2025-06-03
685df192a2cd54b0683ea366,회의 준비,Done,2025-06-26
685df192a2cd54b0683ea366,업무 공유,Done,2025-06-30
685df192a2cd54b0683ea366,설계 문서 검토,Done,2025-06-02
685df192a2cd54b0683ea366,메일 확인,Done,2025-06-18
685df192a2cd54b0683ea366,장비 점검,Done,2025-06-06
685df192a2cd54b0683ea366,메일 확인,Done,2025-06-20
685df192a2cd54b0683ea366,코드 리뷰,In Progress,2025-07-01
685df192a2cd54b0683ea367,보고서 작성,To do,2025-06-25
685df192a2cd54b0683ea367,코드 리뷰,In Progress,2025-06-11
685df192a2cd54b0683ea367,자료 정리,In Progress,2025-06-28
685df192a2cd54b0683ea367,발표 자료 제작,Done,2025-06-08
685df192a2cd54b0683ea367,일정 조율,Done,2025-06-14
685df192a2cd54b0683ea367,장비 점검,To do,2025-06-19
685df192a2cd54b0683ea367,회의록 작성,To do,2025-06-11
685df192a2cd54b0683ea367,보고서 작성,To do,2025-06-25
685df192a2cd54b0683ea367,문서 작성,To do,2025-06-25
685df192a2cd54b0683ea367,업데이트 적용,To do,2025-06-07
685df192a2cd54b0683ea368,보고서 작성,Done,2025-06-08
685df192a2cd54b0683ea368,회의 준비,Done,2025-06-12
685df192a2cd54b0683ea368,보고서 작성,Done,2025-06-30
685df192a2cd54b0683ea368,회식 준비,Done,2025-06-04
685df192a2cd54b0683ea368,자료 정리,To do,2025-06-28
685df192a2cd54b0683ea368,일정 조율,Done,2025-06-13
685df192a2cd54b0683ea368,설계 문서 검토,Done,2025-06-08
685df192a2cd54b0683ea368,설계 문서 검토,In Progress,2025-06-23
685df192a2cd54b0683ea368,데이터 분석,Done,2025-06-15
685df192a2cd54b0683ea368,회의 준비,To do,2025-06-16
685df192a2cd54b0683ea369,발표 자료 제작,To do,2025-06-13
685df192a2cd54b0683ea369,일정 조율,In Progress,2025-06-16
685df192a2cd54b0683ea369,기능 테스트,Done,2025-06-10
685df192a2cd54b0683ea369,사내 교육,In Progress,2025-06-13
685df192a2cd54b0683ea369,일정 조율,To do,2025-06-14
685df192a2cd54b0683ea369,회의록 작성,To do,2025-06-12
685df192a2cd54b0683ea369,일정 조율,Done,2025-06-19
685df192a2cd54b0683ea369,설계 문서 검토,Done,2025-06-09
685df192a2cd54b0683ea369,업무 공유,To do,2025-06-12
685df192a2cd54b0683ea369,회식 준비,In Progress,2025-06-30
685df192a2cd54b0683ea36a,코드 리뷰,In Progress,2025-06-30
685df192a2cd54b0683ea36a,데이터 분석,In Progress,2025-06-26
685df192a2cd54b0683ea36a,시연 준비,To do,2025-06-29
685df192a2cd54b0683ea36a,시연 준비,To do,2025-06-19
685df192a2cd54b0683ea36a,회의 준비,To do,2025-06-09
685df192a2cd54b0683ea36a,업무 공유,Done,2025-06-07
